VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2016,383.925613081,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2017,381.080980015,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2018,375.648251722,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2019,373.296365874,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2020,368.98480745,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2021,368.152177301,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Eastern and South-Eastern Asia,2022,367.729090858,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2000,132.530022004,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2001,129.03660428,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2002,123.775858987,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2003,124.428536708,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2004,119.850983947,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2005,117.873160097,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2006,112.737663861,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2007,109.620931178,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2008,108.855282731,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2009,111.433930198,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2010,110.192790855,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2011,110.894777703,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2012,114.840939953,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2013,107.650995647,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2014,115.901166065,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2015,113.168937717,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2016,112.588835369,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2017,114.162348156,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2018,114.273763645,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2019,114.333919331,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2020,113.03198288,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2021,111.424566654,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe,2022,110.578480537,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2000,286.39523473,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2001,282.04323205,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2002,276.371019902,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2003,274.767807647,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2004,269.615486995,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2005,266.275940914,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2006,257.361467447,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2007,250.926190524,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2008,246.16857271,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2009,243.781220391,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2010,241.287508636,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2011,240.67661069,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2012,242.286911409,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2013,236.387956559,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2014,240.904718486,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2015,237.97339202,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2016,237.195056454,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2017,237.89540459,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2018,237.134499645,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2019,236.390349459,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2020,235.095401887,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2021,233.916168895,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Europe and Northern America,2022,233.171461019,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2000,504.411343233,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2001,494.568895191,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2002,499.91576543,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2003,491.453614818,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2004,485.094523021,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2005,486.251733231,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2006,466.468354656,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2007,459.623509196,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2008,443.492975831,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2009,435.216989921,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2010,427.005663239,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2011,416.485148365,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2012,401.313911345,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2013,392.633962088,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2014,382.051595367,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2015,382.621974606,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2016,374.51279679,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2017,372.337578313,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2018,361.788594998,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2019,335.936352053,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2020,322.14031876,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2021,301.768848422,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Land Locked Developing Countries,2022,296.948101061,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2000,282.921645858,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2001,277.183836566,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2002,285.215918196,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2003,290.319304712,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2004,292.860439382,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2005,296.465000145,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2006,351.414226506,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2007,359.719436175,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2008,386.776725701,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2009,400.240104851,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2010,412.446608496,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2011,409.999047165,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2012,412.644706844,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2013,407.806230784,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2014,409.975873237,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2015,410.200568319,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2016,420.247192522,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2017,420.662554436,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2018,420.595879424,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2019,425.102137103,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2020,421.995712023,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2021,401.652075471,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Latin America and the Caribbean,2022,404.196378353,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2000,182.853822271,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2001,180.172707202,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2002,184.419330298,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2003,180.90503844,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2004,179.057447184,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2005,179.991751805,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2006,179.487026708,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2007,176.456771706,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2008,212.03455814,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2009,208.11535521,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2010,204.313122316,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2011,200.52701489,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2012,196.767233205,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2013,193.056525938,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2014,189.429645874,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2015,185.879238362,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2016,181.693317497,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2017,176.983433841,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2018,174.235397476,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2019,170.309940042,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2020,166.283619391,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2021,162.455425712,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Least Developed Countries,2022,158.817131598,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2000,580.050698854,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2001,575.074476771,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2002,569.77569052,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2003,563.340610698,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2004,556.963614585,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2005,550.48010449,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2006,544.176997543,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2007,537.83606852,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2008,531.240387855,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2009,524.443604584,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2010,517.73108587,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2011,481.963846138,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2012,498.898953669,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2013,493.634279374,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2014,486.608760153,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2015,478.748035381,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2016,469.362018751,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2017,456.295472478,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2018,449.114412555,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2019,441.917998301,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2020,434.522934548,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2021,426.547889477,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa,2022,420.697456599,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2000,660.364566417,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2001,644.668677264,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2002,632.091999382,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2003,620.392257478,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2004,614.275930612,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2005,605.941759806,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2006,597.122788121,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2007,584.437166184,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2008,569.839918112,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2009,560.706934989,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2010,548.723743052,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2011,527.672921912,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2012,529.972889733,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2013,525.09926474,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2014,513.540959736,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2015,506.466083876,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2016,505.918588367,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2017,496.646826581,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2018,482.912518465,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2019,506.745194615,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2020,476.271362284,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2021,467.177180658,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern Africa and Western Asia,2022,463.383443291,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2000,639.859228666,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2001,630.110279469,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2002,620.533857897,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2003,611.147473452,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2004,601.84979316,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2005,592.617436588,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2006,576.041203809,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2007,559.603498379,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2008,543.711965696,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2009,528.225427852,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2010,520.7187695,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2011,515.062038847,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2012,509.549108457,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2013,504.156812196,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2014,498.894735872,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2015,493.738285987,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2016,490.756108006,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2017,487.781388962,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2018,483.409302478,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2019,479.263897244,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2020,476.681562056,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2021,475.413384742,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Northern America,2022,473.239486964,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2000,534.561842809,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2001,529.766694184,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2002,506.07621886,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2003,482.989961578,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2004,460.689380665,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2005,438.915076049,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2006,401.790928896,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2007,362.131019044,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2008,323.451603603,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2009,286.230514964,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2010,284.960326984,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2011,279.940135879,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2012,333.167169072,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2013,413.582383939,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2014,377.431433811,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2015,311.6296349,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2016,348.431963061,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2017,364.598756778,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2018,370.99537182,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2019,315.066747929,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2020,264.909243291,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2021,316.366346035,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania,2022,320.686126257,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2000,6.098554798,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2001,5.937306928,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2002,5.782792202,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2003,5.633959653,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2004,5.490830743,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2005,5.35353934,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2006,5.221351519,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2007,5.093918371,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2008,4.971887389,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2009,4.854398504,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2010,4.737809616,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2011,4.624868316,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Agricultural water withdrawal per capita,Oceania (excluding Australia and New Zealand),2012,4.51891338,m3/inhab/year,E,true
