VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Environmental Flow Requirements,Small Island Developing States,2020,875.105,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Small Island Developing States,2021,875.105,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Small Island Developing States,2022,875.105,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,South-eastern Asia,2020,3478.515,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,South-eastern Asia,2021,3478.515,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,South-eastern Asia,2022,3478.515,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Southern Asia,2020,1860.76,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Southern Asia,2021,1860.76,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Southern Asia,2022,1860.76,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Sub-Saharan Africa,2020,3833.46,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Sub-Saharan Africa,2021,3833.46,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Sub-Saharan Africa,2022,3833.46,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Western Asia,2020,150.9353,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Western Asia,2021,150.9353,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,Western Asia,2022,150.9353,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,World,2020,31444.354,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,World,2021,31444.354,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Environmental Flow Requirements,World,2022,31444.354,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Australia and New Zealand,2020,4.164,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Australia and New Zealand,2021,4.374,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Australia and New Zealand,2022,4.294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Central Asia,2020,9.0946654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Central Asia,2021,10.5187654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Central Asia,2022,9.9477654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Central and Southern Asia,2020,30.3979654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Central and Southern Asia,2021,31.8220654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Central and Southern Asia,2022,31.2510654,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Eastern Asia,2020,121.8012,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Eastern Asia,2021,121.8012,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Eastern Asia,2022,121.8012,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Eastern and South-Eastern Asia,2020,150.10181498,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Eastern and South-Eastern Asia,2021,151.346266144,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Eastern and South-Eastern Asia,2022,152.896009758,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Europe,2020,124.308376057,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Europe,2021,125.422471414,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Europe,2022,124.343532997,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Europe and Northern America,2020,361.252476057,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Europe and Northern America,2021,362.480571414,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Europe and Northern America,2022,361.401632997,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Land Locked Developing Countries,2020,12.0303178,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Land Locked Developing Countries,2021,13.405711537,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Land Locked Developing Countries,2022,12.889706262,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Latin America and the Caribbean,2020,35.761595,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Latin America and the Caribbean,2021,34.1422051,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Latin America and the Caribbean,2022,34.051397357,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Least Developed Countries,2020,3.466169564,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Least Developed Countries,2021,3.466169564,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Least Developed Countries,2022,3.466169564,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern Africa,2020,6.2419,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern Africa,2021,6.2349,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern Africa,2022,6.2099,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern Africa and Western Asia,2020,15.875654294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern Africa and Western Asia,2021,16.551074294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern Africa and Western Asia,2022,16.675774294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern America,2020,236.9441,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern America,2021,237.0581,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Northern America,2022,237.0581,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Oceania,2020,4.3412,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Oceania,2021,4.5512,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Oceania,2022,4.4712,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Oceania (excluding Australia and New Zealand),2020,0.1772,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Oceania (excluding Australia and New Zealand),2021,0.1772,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Oceania (excluding Australia and New Zealand),2022,0.1772,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Small Island Developing States,2020,4.876136319,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Small Island Developing States,2021,4.799657301,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Small Island Developing States,2022,4.713628835,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,South-eastern Asia,2020,28.30061498,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,South-eastern Asia,2021,29.545066144,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,South-eastern Asia,2022,31.094809758,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Southern Asia,2020,21.3033,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Southern Asia,2021,21.3033,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Southern Asia,2022,21.3033,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Sub-Saharan Africa,2020,8.623552364,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Sub-Saharan Africa,2021,8.697136221,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Sub-Saharan Africa,2022,9.146840386,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Western Asia,2020,9.633754294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Western Asia,2021,10.316174294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,Western Asia,2022,10.465874294,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,World,2020,606.354258095,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,World,2021,609.590518573,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal,World,2022,609.893920192,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Australia and New Zealand,2020,22.555657873,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Australia and New Zealand,2021,20.502003797,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Australia and New Zealand,2022,19.817242016,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Central Asia,2020,7.58522782,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Central Asia,2021,10.180087589,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Central Asia,2022,9.512486808,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Central and Southern Asia,2020,2.458030795,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Central and Southern Asia,2021,2.608137771,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Central and Southern Asia,2022,2.558719276,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Eastern Asia,2020,17.470247085,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Eastern Asia,2021,17.475260125,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Eastern Asia,2022,17.475260125,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Eastern and South-Eastern Asia,2020,12.540066015,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Eastern and South-Eastern Asia,2021,12.631648118,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Eastern and South-Eastern Asia,2022,12.740927246,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Europe,2020,43.706917373,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Europe,2021,44.308915355,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Europe,2022,44.145450777,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Europe and Northern America,2020,47.242183448,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Europe and Northern America,2021,47.476747795,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Europe and Northern America,2022,47.424810103,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Land Locked Developing Countries,2020,5.744928075,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Land Locked Developing Countries,2021,6.914535638,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Land Locked Developing Countries,2022,6.521452611,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Latin America and the Caribbean,2020,9.823345076,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Latin America and the Caribbean,2021,9.697737185,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Latin America and the Caribbean,2022,9.525864487,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Least Developed Countries,2020,1.742281364,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Least Developed Countries,2021,1.74219817,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Least Developed Countries,2022,1.742276985,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern Africa,2020,4.605636941,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern Africa,2021,4.621717305,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern Africa,2022,4.591613405,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern Africa and Western Asia,2020,4.941025255,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern Africa and Western Asia,2021,5.327319889,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern Africa and Western Asia,2022,5.186495352,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern America,2020,49.335756978,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern America,2021,49.34320927,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Northern America,2022,49.347626066,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Oceania,2020,22.923223149,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Oceania,2021,20.866056897,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Oceania,2022,20.190562204,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Oceania (excluding Australia and New Zealand),2020,37.14884696,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Oceania (excluding Australia and New Zealand),2021,37.14884696,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Oceania (excluding Australia and New Zealand),2022,37.14884696,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Small Island Developing States,2020,17.620028142,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Small Island Developing States,2021,17.503693781,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Small Island Developing States,2022,17.261602865,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,South-eastern Asia,2020,5.662550314,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,South-eastern Asia,2021,5.895345705,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,South-eastern Asia,2022,6.181303918,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Southern Asia,2020,1.907564776,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Southern Asia,2021,1.907564776,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Southern Asia,2022,1.907564776,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Sub-Saharan Africa,2020,8.268025332,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Sub-Saharan Africa,2021,8.308071959,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Sub-Saharan Africa,2022,8.697313393,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Western Asia,2020,5.185698647,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Western Asia,2021,5.868847261,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,Western Asia,2022,5.618399294,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,World,2020,15.132649144,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,World,2021,15.351097112,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal as % of total water withdrawal,World,2022,15.286538825,%,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Australia and New Zealand,2020,135.117218081,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Australia and New Zealand,2021,140.787427882,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Australia and New Zealand,2022,137.027751279,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Central Asia,2020,118.990516144,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Central Asia,2021,135.086776283,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Central Asia,2022,125.378672248,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Central and Southern Asia,2020,14.756707623,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Central and Southern Asia,2021,15.290761735,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Central and Southern Asia,2022,14.868651065,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Eastern Asia,2020,72.773342373,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Eastern Asia,2021,72.784332779,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Eastern Asia,2022,72.872225044,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Eastern and South-Eastern Asia,2020,63.908608496,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Eastern and South-Eastern Asia,2021,64.309072607,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Eastern and South-Eastern Asia,2022,64.88725142,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Europe,2020,166.275166831,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Europe,2021,167.96783023,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Europe,2022,166.886277028,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Europe and Northern America,2020,321.016084696,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Europe and Northern America,2021,322.076900318,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Europe and Northern America,2022,321.085721315,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Land Locked Developing Countries,2020,22.231405992,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Land Locked Developing Countries,2021,24.202767256,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Land Locked Developing Countries,2022,22.768145343,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Latin America and the Caribbean,2020,55.299236025,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Latin America and the Caribbean,2021,52.491969724,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Latin America and the Caribbean,2022,52.040317399,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Least Developed Countries,2020,3.19712384,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Least Developed Countries,2021,3.123510757,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Least Developed Countries,2022,3.053557718,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2020,24.353932055,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2021,23.936021133,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa,2022,23.458377578,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa and Western Asia,2020,29.185917299,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa and Western Asia,2021,29.960655513,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern Africa and Western Asia,2022,29.650639183,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern America,2020,627.277079778,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern America,2021,625.90925031,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Northern America,2022,623.047188003,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Oceania,2020,98.477822142,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Oceania,2021,102.131260751,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Oceania,2022,99.242234754,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Oceania (excluding Australia and New Zealand),2020,13.358123759,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Oceania (excluding Australia and New Zealand),2021,13.131619212,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Oceania (excluding Australia and New Zealand),2022,12.918577023,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Small Island Developing States,2020,69.423867338,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Small Island Developing States,2021,67.8876371,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Small Island Developing States,2022,66.096835039,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,South-eastern Asia,2020,41.927551391,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,South-eastern Asia,2021,43.450761968,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,South-eastern Asia,2022,45.400615869,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Southern Asia,2020,10.740200851,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Southern Asia,2021,10.634297857,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Southern Asia,2022,10.533322422,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sub-Saharan Africa,2020,7.66862666,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sub-Saharan Africa,2021,7.541263022,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Sub-Saharan Africa,2022,7.737358809,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2020,33.491277184,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2021,35.336009369,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,Western Asia,2022,35.157113636,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2020,76.819574066,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2021,76.575112871,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Industrial water withdrawal per capita,World,2022,75.974071003,m3/inhab/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2020,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2021,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Australia and New Zealand,2022,5.384,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2020,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2021,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central Asia,2022,49.727,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2020,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2021,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Central and Southern Asia,2022,641.4278,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2020,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2021,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern Asia,2022,302.266,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2020,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2021,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Eastern and South-Eastern Asia,2022,462.6813,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2020,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2021,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe,2022,43.58024,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2020,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2021,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Europe and Northern America,2022,154.62424,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2020,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2021,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Land Locked Developing Countries,2022,79.7965,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2020,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2021,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Latin America and the Caribbean,2022,78.52035,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2020,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2021,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Least Developed Countries,2022,69.6195,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2020,56.829,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2021,56.829,10^9 m3/year,E,true
Water use,Water withdrawal by sector,Irrigation water requirement,Northern Africa,2022,56.829,10^9 m3/year,E,true
