Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","2770804.4364","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2016","2016","3050","FAO TIER 1","kt","2770804.4364","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","99420.3727","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","2783770.4356","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2017","2017","3050","FAO TIER 1","kt","2783770.4356","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","99637.59","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","2789852.52","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2018","2018","3050","FAO TIER 1","kt","2789852.52","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","100558.2363","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","2815630.6164","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2019","2019","3050","FAO TIER 1","kt","2815630.6164","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","101650.6085","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","2846217.038","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2020","2020","3050","FAO TIER 1","kt","2846217.038","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2021","2021","3050","FAO TIER 1","kt","102548.2772","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2021","2021","3050","FAO TIER 1","kt","2871351.7616","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2021","2021","3050","FAO TIER 1","kt","2871351.7616","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2022","2022","3050","FAO TIER 1","kt","103761.754","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2022","2022","3050","FAO TIER 1","kt","2905329.112","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2022","2022","3050","FAO TIER 1","kt","2905329.112","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2030","2030","3050","FAO TIER 1","kt","107857.5676","F","Forecast value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2030","2030","3050","FAO TIER 1","kt","3020011.8928","F","Forecast value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2030","2030","3050","FAO TIER 1","kt","3020011.8928","F","Forecast value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5058","Enteric Fermentation","2050","2050","3050","FAO TIER 1","kt","119940.6194","F","Forecast value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5058","Enteric Fermentation","2050","2050","3050","FAO TIER 1","kt","3358337.3432","F","Forecast value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5058","Enteric Fermentation","2050","2050","3050","FAO TIER 1","kt","3358337.3432","F","Forecast value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","8871.3248","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","342.9577","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","477.2394","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","430.8621","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","248397.0944","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","114178.4565","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","1999","1999","3050","FAO TIER 1","kt","362575.5509","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","8876.9294","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","346.4352","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","482.3193","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","433.881","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","248554.0232","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","114978.465","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2000","2000","3050","FAO TIER 1","kt","363532.4882","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","8848.5174","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","342.4242","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","484.6955","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","428.1938","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","247758.4872","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","113471.357","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2001","2001","3050","FAO TIER 1","kt","361229.8442","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","8939.0541","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","342.3442","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","491.2446","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","427.6829","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","250293.5148","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","113335.9685","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2002","2002","3050","FAO TIER 1","kt","363629.4833","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","9013.2996","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","339.8948","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","498.8451","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","424.8378","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","252372.3888","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","112582.017","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2003","2003","3050","FAO TIER 1","kt","364954.4058","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","9048.1153","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","339.7419","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","508.5304","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","423.8202","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","253347.2284","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","112312.353","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2004","2004","3050","FAO TIER 1","kt","365659.5814","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","9119.8945","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","341.0814","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","518.0715","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","424.6989","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","255357.046","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","112545.2085","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2005","2005","3050","FAO TIER 1","kt","367902.2545","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","9230.3557","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","344.3659","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","522.269","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","428.2196","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","258449.9596","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","113478.194","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2006","2006","3050","FAO TIER 1","kt","371928.1536","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","9308.1126","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","344.0663","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","530.2933","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","427.897","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","260627.1528","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","113392.705","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2007","2007","3050","FAO TIER 1","kt","374019.8578","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","9401.2831","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","349.3323","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","535.136","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","433.4416","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","263235.9268","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","114862.024","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2008","2008","3050","FAO TIER 1","kt","378097.9508","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","9435.2348","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","350.4775","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","538.1459","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","434.0215","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","264186.5744","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","115015.6975","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2009","2009","3050","FAO TIER 1","kt","379202.2719","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","9456.2801","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","351.5806","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","539.0667","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","434.883","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","264775.8428","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","115243.995","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2010","2010","3050","FAO TIER 1","kt","380019.8378","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","9473.9513","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","348.3745","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","544.3369","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","430.7874","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","265270.6364","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","114158.661","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2011","2011","3050","FAO TIER 1","kt","379429.2974","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","9569.4361","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","349.8819","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","552.6158","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","432.2871","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","267944.2108","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","114556.0815","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2012","2012","3050","FAO TIER 1","kt","382500.2923","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","9575.3582","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","348.3084","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","558.7692","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","430.2333","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","268110.0296","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","114011.8245","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2013","2013","3050","FAO TIER 1","kt","382121.8541","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","9684.262","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","351.0795","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","563.2638","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","433.7485","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","271159.336","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","114943.3525","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2014","2014","3050","FAO TIER 1","kt","386102.6885","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","9775.9583","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","355.5203","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","571.4725","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","438.294","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","273726.8324","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","116147.91","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2015","2015","3050","FAO TIER 1","kt","389874.7424","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","9847.1584","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","358.9532","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","580.1082","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","442.1731","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","275720.4352","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","117175.8715","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2016","2016","3050","FAO TIER 1","kt","392896.3067","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","9916.097","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","363.1177","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","587.1699","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","446.0973","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","277650.716","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","118215.7845","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2017","2017","3050","FAO TIER 1","kt","395866.5005","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","9836.8533","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","359.9704","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","592.1144","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","441.6771","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","275431.8924","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","117044.4315","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2018","2018","3050","FAO TIER 1","kt","392476.3239","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","9632.5546","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","353.6147","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","603.0438","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","433.9076","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","269711.5288","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","114985.514","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5059","Manure Management","2019","2019","3050","FAO TIER 1","kt","384697.0428","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","9881.5133","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5059","Manure Management","2020","2020","3050","FAO TIER 1","kt","361.3514","E","Estimated value",""
