Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2015","2015","%","21.71","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2016","2016","1000 ha","339599.6366","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2016","2016","%","21.8","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2017","2017","1000 ha","342193.1209","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2017","2017","%","21.92","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2018","2018","1000 ha","344209.6964","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2018","2018","%","21.99","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2019","2019","1000 ha","349512.2858","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2019","2019","%","22.34","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2020","2020","1000 ha","354308.1151","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2020","2020","%","22.57","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","355517.5506","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2021","2021","%","22.62","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2022","2022","1000 ha","354567.0098","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2022","2022","%","22.56","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2023","2023","1000 ha","354972.1324","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2023","2023","%","22.59","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2004","2004","1000 ha","21891.6051","A","Official figure",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2004","2004","%","0.46","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2005","2005","1000 ha","29211.0324","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2005","2005","%","0.61","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2006","2006","1000 ha","30001.0855","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2006","2006","%","0.62","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2007","2007","1000 ha","31814.6141","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2007","2007","%","0.66","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","34605.4415","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2008","2008","%","0.72","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2009","2009","1000 ha","36858.8382","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2009","2009","%","0.77","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2010","2010","1000 ha","35799.3091","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2010","2010","%","0.75","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2011","2011","1000 ha","36554.2309","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2011","2011","%","0.76","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2012","2012","1000 ha","37625.9989","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2012","2012","%","0.78","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2013","2013","1000 ha","35868.0352","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2013","2013","%","0.75","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2014","2014","1000 ha","45307.0187","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2014","2014","%","0.94","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","50967.6726","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2015","2015","%","1.06","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2016","2016","1000 ha","57714.4054","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2016","2016","%","1.21","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2017","2017","1000 ha","69541.0003","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2017","2017","%","1.44","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2018","2018","1000 ha","71116.7103","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2018","2018","%","1.48","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2019","2019","1000 ha","72236.2752","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2019","2019","%","1.5","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2020","2020","1000 ha","75215.3175","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2020","2020","%","1.57","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","76568.9385","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2021","2021","%","1.59","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2022","2022","1000 ha","78815.2866","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2022","2022","%","1.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2023","2023","1000 ha","98847.2843","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6671","Agriculture area under organic agric.","2023","2023","%","2.06","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1999","1999","1000 ha","1299703.3476","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2000","2000","1000 ha","1298273.008","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2001","2001","1000 ha","1295392.7674","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2002","2002","1000 ha","1292512.5268","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2003","2003","1000 ha","1289632.2862","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2004","2004","1000 ha","1286752.0456","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2005","2005","1000 ha","1283871.805","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2006","2006","1000 ha","1284651.2456","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2007","2007","1000 ha","1285430.6862","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2008","2008","1000 ha","1286210.1268","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2009","2009","1000 ha","1286989.5674","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2010","2010","1000 ha","1287769.008","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2011","2011","1000 ha","1285586.6506","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2012","2012","1000 ha","1283404.2932","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2013","2013","1000 ha","1281221.9358","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2014","2014","1000 ha","1279039.5784","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2015","2015","1000 ha","1276857.221","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2016","2016","1000 ha","1276857.221","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2017","2017","1000 ha","1276857.221","E","Estimated value",""
